X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,program_class
0.6173474,0.40614688,-0.00487569,-0.30027568,-0.60557556,-1.0819528,-0.91731995,-0.6360192,-0.3330033,-0.2086703,-0.47826576,-1.0625473,0.4305872,-0.37429726,-0.8329332,0.41994283,-0.3466659,0.83714,-0.3708188,0.08528131,2.1272633,-0.62883383,-0.6656414,-0.57865524,-0.08860706,-0.6107604,-0.1585871,-0.22906469,-0.37682676,-0.6470357,-0.248249,-0.08807819,-0.24966314,-0.49339092,-0.46239972,-0.5944073,-0.06063365,0.61087596,-0.82270014,-0.83604723,-0.5667127,-0.43224996,-0.50684667,0.8800752,1.4754844,0.46962714,-0.07560011,-0.36199784,-0.2934096,0.1817813,1.9284579,1.5343676,-0.3608819,-0.27127954,-0.71661043,-0.70736384,-0.6701272,0.5855731,-0.40738454,-0.02439437,0.4038389,-0.572907,-0.14304823,-0.42446566,-0.4970439,-0.59782207,-0.8541469,-0.9627062,-0.49675968,-0.90269095,-0.08273175,-0.8170539,-0.62636864,1.4325057,0.20373094,0.15146415,-0.21594201,-0.12333863,-0.2425365,-0.29056695,0.10414587,-0.39069825,-0.2855359,-0.59596384,-0.48301056,-0.9054173,-0.5581122,0.5134395,0.31153795,0.5309934,-0.51855874,-0.14947374,-0.52802074,1.7149826,-0.44700935,-0.51417196,-0.12475318,0.22824216,0.16075122,-0.42720172,2
0.803361,0.89142847,0.29178372,-0.13346541,-0.5893628,-0.8726182,-0.89214563,-0.45564312,-0.11427323,-0.20463628,-0.47888559,-0.99434543,0.44671375,-0.27785659,-0.61000109,0.24246323,-0.51777852,0.61343223,-0.32186779,0.89438713,2.2734942,-0.50744641,-0.72928995,-0.68595821,0.094825521,-0.52118534,-0.38133311,-0.019560777,-0.35785043,-0.72084808,-0.35370654,-0.3522383,0.15199827,-0.34472346,-0.34924495,-0.42827776,0.32675511,0.54588574,-0.84756768,-0.64170069,-0.56006563,0.11829149,-0.43002108,0.75584728,1.6956122,0.56979924,-0.26124156,-0.052641314,0.30208173,-0.0011449081,1.6464294,1.9337732,0.10852811,0.26270035,-0.28966787,-0.57543701,-0.76786304,0.2946589,-0.26990119,0.43571982,-0.21878865,-0.27244729,-0.0084010465,-0.30275142,-0.46606299,-0.61528265,-0.93381739,-0.46331757,-0.3934595,-0.60384327,0.4968718,-0.65231365,-0.46217456,1.307364,0.80799997,-0.23906559,-0.45742631,-0.44186479,-0.15227689,-0.10224061,0.2466373,-0.34116077,-0.46877003,-0.63463539,-0.4262245,-0.78392041,-0.43361908,0.61087012,0.50199425,0.38746649,-0.57292706,0.22770371,-0.15643732,0.83807659,0.16765845,-0.34031707,0.084973134,0.78190553,-0.0079588098,-0.35042998,0
0.7608686,0.7626468,0.4247397,-0.1058332,-0.60759145,-0.89331657,-0.8629916,-0.44316238,-0.10034217,-0.21378163,-0.47169626,-0.9863058,0.58851904,-0.29489657,-0.5895372,0.52707374,-0.50685674,0.58642846,-0.3327159,0.8412698,2.4562118,-0.5131013,-0.7650466,-0.7052403,0.10602435,-0.5937109,-0.43061242,0.12752493,-0.35433528,-0.70081097,-0.36632687,-0.35475397,0.16663209,-0.34284702,-0.34400767,-0.45210552,0.32327557,0.45214438,-0.85924363,-0.66287607,-0.5613068,0.20502317,-0.4118446,0.8773501,1.6927514,0.6274061,-0.36526167,-0.08737225,0.21916221,-0.07653899,1.6692169,1.8670121,0.185398,0.3591578,0.01213288,-0.37333524,-0.8617262,0.33459714,-0.26897123,0.51557946,-0.19975844,-0.19975133,0.01128954,-0.25034595,-0.49137533,-0.60102713,-0.93761265,-0.42617944,-0.39948964,-0.56812036,0.65884656,-0.644777,-0.45365334,1.2288512,0.96019727,-0.23938817,-0.522644,-0.45937973,-0.16074912,-0.03942085,0.19902809,-0.3212996,-0.48991373,-0.6614924,-0.51017666,-0.7793673,-0.4540817,0.57230866,0.20139739,0.27247527,-0.58597124,0.23644345,-0.16494185,1.0062991,0.3364214,-0.34933442,0.1304564,0.8432137,0.00295709,-0.44324657,0
1.0053893,1.0416099,0.29128155,-0.07697616,-0.64231926,-0.8223181,-0.8580566,-0.5141835,-0.27890608,-0.1560939,-0.45923072,-0.93929225,0.6207927,-0.27531013,-0.65935266,0.19408964,-0.02255621,0.93543506,-0.2565707,0.82705206,1.9508203,-0.53484523,-0.68628377,-0.62304544,0.26424733,-0.5761458,-0.34845072,0.08345674,-0.33515054,-0.57574666,-0.05765513,-0.26506537,0.08362655,-0.25181356,0.01198724,-0.35268202,0.415016,0.4127625,-0.71633166,-0.63289243,-0.48686856,-0.35896286,-0.39580724,0.9919525,1.1746956,1.3015301,-0.50183874,-0.27859497,-0.19008262,-0.0253285,2.0910325,1.9354049,0.11318461,-0.03181822,-0.67568064,-0.7300976,-0.8540457,0.18263467,-0.41114667,0.22757098,-0.23021176,-0.39447564,0.08869481,-0.37080604,-0.44455072,-0.5279098,-0.7968302,-0.4105326,-0.4364131,-0.6377707,0.16257599,-0.5627358,-0.44018775,1.541778,0.9898408,-0.19130972,-0.38433066,-0.38736543,0.17099127,-0.09123891,0.2324632,-0.3372671,-0.36511916,-0.6677533,-0.37214115,-0.696448,-0.49096498,0.59674704,-0.09824239,0.28801847,-0.47633207,0.29237247,-0.10039445,1.2375978,0.10973661,-0.30815545,0.17968701,0.8102746,0.4723925,-0.4812569,0
0.54962903,1.3921684,-0.02905107,-0.18996815,-0.6234741,-1.014966,-0.9906403,-0.8176057,-0.36114073,-0.02257491,-0.546798,-0.9755386,0.8704229,-0.2501432,-0.66853786,0.684004,-0.25982887,0.92291725,-0.42229012,0.5291991,2.176633,-0.6208269,-0.7278398,-0.67682594,0.01677962,-0.616502,-0.38003424,-0.2715814,-0.46065828,-0.6441824,-0.24400412,-0.24124998,-0.24740684,-0.5836084,0.13227285,-0.45864826,0.22513564,0.21594885,-0.75152665,-0.75910866,-0.59313715,-0.40300062,-0.4127111,0.14583392,1.0351244,0.42426357,-0.13061556,-0.24495234,-0.41606182,0.36463928,1.3090142,1.6023965,-0.07695294,-0.3842709,-0.3701566,-0.6012307,-0.87171346,0.0986698,-0.31155995,-0.1336728,-0.17975952,-0.36830935,0.03822693,-0.33149195,-0.54200333,-0.6534381,-0.6371563,-0.50963384,-0.34028846,-0.8112679,0.2460797,-0.5803437,-0.43773377,1.2397002,0.91926646,-0.36258498,-0.31752086,-0.4690612,0.29107565,-0.16413659,0.11998112,0.00374363,-0.3440824,-0.5742635,-0.288867,-0.796133,-0.42812148,0.52598125,0.22976191,0.2136533,-0.57368153,0.07520605,-0.5080577,1.0475485,0.08778977,-0.34089953,0.5330015,0.4536109,-0.0677232,-0.5592452,2
0.6241957,0.8965706,0.65676016,-0.10397069,-0.68600386,-0.87756157,-0.8046007,-0.35688862,-0.07638484,-0.31243047,-0.5708187,-0.9694247,0.17058776,-0.23482868,-0.5781326,0.8603411,-0.58467025,0.3668821,-0.33206826,1.0440929,2.124394,-0.468058,-0.6365833,-0.5675821,-0.061446,-0.38879645,-0.34388474,-0.13779904,-0.4076822,-0.69588536,-0.4174616,-0.66833526,0.06936438,0.10523888,-0.34006816,-0.32597813,0.16931804,0.26080424,-0.8474225,-0.54732615,-0.50719005,-0.30597052,-0.44973797,1.4708352,1.6523696,0.26902077,-0.314789,-0.34266618,0.04697654,0.09391628,0.82060784,2.194085,0.1658416,-0.27474287,-0.6730555,-0.7867183,-0.86447215,-0.02978097,-0.36996087,0.25638637,-0.20874922,-0.30121982,0.03958248,-0.3814662,-0.48780513,-0.61056256,-0.8416563,-0.45082077,-0.40982077,-0.6659715,0.38406688,-0.5821603,-0.43438497,1.4728758,1.0550721,-0.36403626,-0.2251465,-0.52756166,-0.04167882,-0.02347066,0.6254369,-0.325099,-0.48133472,-0.6033652,-0.4286446,-0.79213214,-0.42009532,0.8485127,0.43137324,0.7008976,-0.50890964,0.48852837,-0.05900739,0.46643284,0.19450422,-0.41339296,0.00628839,0.89533013,-0.13916875,-0.3853109,5
0.6241957,0.8965706,0.65676016,-0.10397071,-0.68600386,-0.87756157,-0.8046007,-0.35688862,-0.07638485,-0.31243047,-0.5708187,-0.9694247,0.1705878,-0.23482868,-0.5781326,0.8603412,-0.58467025,0.3668821,-0.33206823,1.0440929,2.124394,-0.46805796,-0.6365833,-0.5675821,-0.06144599,-0.38879645,-0.34388474,-0.13779904,-0.4076822,-0.69588536,-0.4174616,-0.66833526,0.0693644,0.10523888,-0.34006816,-0.32597807,0.16931807,0.26080427,-0.8474225,-0.54732615,-0.50719005,-0.30597052,-0.44973794,1.4708352,1.6523696,0.26902077,-0.314789,-0.34266618,0.04697654,0.09391628,0.82060784,2.1940846,0.1658416,-0.27474284,-0.6730555,-0.7867183,-0.86447215,-0.02978095,-0.36996084,0.25638637,-0.20874923,-0.30121982,0.0395825,-0.38146618,-0.48780513,-0.61056256,-0.8416563,-0.45082077,-0.40982077,-0.6659715,0.38406688,-0.58216023,-0.43438497,1.4728758,1.0550721,-0.36403626,-0.2251465,-0.52756166,-0.0416788,-0.02347064,0.6254369,-0.325099,-0.48133472,-0.6033652,-0.4286446,-0.79213214,-0.42009532,0.84851277,0.43137324,0.7008976,-0.50890964,0.48852837,-0.05900738,0.46643284,0.19450422,-0.41339296,0.0062884,0.89533013,-0.13916874,-0.3853109,5
0.9703697,0.81599605,0.45063016,-0.03248074,-0.59136766,-0.80329674,-0.76313573,-0.4700782,-0.1719755,-0.20515235,-0.433751,-0.9000139,0.67934847,-0.27850637,-0.611345,0.30127203,-0.14657961,0.67683744,-0.2834671,0.8847284,1.765036,-0.5332586,-0.67386377,-0.6302202,0.19719331,-0.5022544,-0.37385634,0.0595236,-0.35239044,-0.58880943,-0.13878654,-0.33941785,0.11266044,-0.2692949,-0.26192525,-0.37959287,0.25777602,0.46607894,-0.7594896,-0.61305326,-0.47511,-0.26113182,-0.39688644,0.759697,1.4585394,1.0260261,-0.4810468,-0.29619634,-0.01424143,-0.01424471,1.7976497,1.9796133,0.26389045,0.03524858,-0.40002742,-0.5361921,-0.8197031,0.29204783,-0.39291987,0.39037716,-0.20755692,-0.30302343,0.08534211,-0.23348257,-0.42190346,-0.5066418,-0.80766356,-0.34378982,-0.41892576,-0.59392613,0.10242197,-0.57438606,-0.42045453,1.525899,0.9062209,-0.23600121,-0.40052506,-0.4174757,-0.09736254,-0.09880932,0.3193211,-0.32043567,-0.41300705,-0.6507316,-0.36902055,-0.6807871,-0.4684949,0.667228,0.04867228,0.33410805,-0.47443965,0.23613475,-0.12814261,1.0659424,0.08729713,-0.32184768,-0.01724578,0.9166756,0.32608458,-0.46004367,0
0.6241957,0.8965706,0.65676016,-0.10397069,-0.68600386,-0.87756157,-0.8046007,-0.35688862,-0.07638484,-0.31243047,-0.5708187,-0.9694247,0.17058776,-0.23482868,-0.5781326,0.8603411,-0.58467025,0.3668821,-0.33206826,1.0440929,2.124394,-0.468058,-0.6365833,-0.5675821,-0.061446,-0.38879645,-0.34388474,-0.13779904,-0.4076822,-0.69588536,-0.4174616,-0.66833526,0.06936438,0.10523888,-0.34006816,-0.32597813,0.16931804,0.26080424,-0.8474225,-0.54732615,-0.50719005,-0.30597052,-0.44973797,1.4708352,1.6523696,0.26902077,-0.314789,-0.34266618,0.04697654,0.09391628,0.82060784,2.194085,0.1658416,-0.27474287,-0.6730555,-0.7867183,-0.86447215,-0.02978097,-0.36996087,0.25638637,-0.20874922,-0.30121982,0.03958248,-0.3814662,-0.48780513,-0.61056256,-0.8416563,-0.45082077,-0.40982077,-0.6659715,0.38406688,-0.5821603,-0.43438497,1.4728758,1.0550721,-0.36403626,-0.2251465,-0.52756166,-0.04167882,-0.02347066,0.6254369,-0.325099,-0.48133472,-0.6033652,-0.4286446,-0.79213214,-0.42009532,0.8485127,0.43137324,0.7008976,-0.50890964,0.48852837,-0.05900739,0.46643284,0.19450422,-0.41339296,0.00628839,0.89533013,-0.13916875,-0.3853109,5
0.7797313,1.0498872,0.46324053,0.03624859,-0.6316882,-0.8059347,-0.85179406,-0.43955258,-0.14749846,-0.2826627,-0.52070594,-0.89271176,0.55687904,-0.24597828,-0.5896873,0.3242281,-0.298837,0.50726944,-0.19194731,0.7814984,1.8825147,-0.49981126,-0.4601976,-0.582696,0.12244667,-0.49351084,-0.34464386,-0.15406303,-0.31471086,-0.63180166,-0.2145402,-0.36578628,0.02422995,-0.13756117,-0.02375348,-0.32599255,0.16517901,0.21399309,-0.80252635,-0.57260776,-0.47978488,-0.32657364,-0.4209444,0.99077976,1.5448499,0.4581443,-0.35273102,-0.33147645,-0.21422341,0.04991689,1.2225791,1.9646891,0.27797902,-0.03046503,-0.6450356,-0.7028928,-0.7592534,0.25511616,-0.31041738,0.31253347,-0.17629059,-0.35216278,-0.00723754,-0.22622244,-0.45832658,-0.49319947,-0.7807688,-0.37788782,-0.40811688,-0.6668104,0.06856064,-0.5342336,-0.44984084,1.6009914,0.9860581,-0.39575967,-0.14254779,-0.45857188,0.23221603,-0.17290291,0.6210128,-0.36806694,-0.38966736,-0.54328525,-0.3506739,-0.71581596,-0.4666616,0.8436186,0.02677106,0.564801,-0.41747737,0.37716636,-0.15876192,0.5751724,0.26393974,-0.39718866,0.2390742,0.84282315,-0.01911882,-0.4140441,6
